,codigo_autor,codigo_coautor,num_publicaciones
22154,0000-0002-6337-5251,0000-0001-5342-7161,2
22155,0000-0002-6337-5251,0000-0002-5704-582X,1
22156,0000-0001-5342-7161,0000-0002-6337-5251,2
22157,0000-0001-5342-7161,0000-0002-5704-582X,1
22158,0000-0002-5704-582X,0000-0002-6337-5251,1
22159,0000-0002-5704-582X,0000-0001-5342-7161,1
22160,0000-0003-3930-9630,0000-0001-9190-6497,2
22161,0000-0001-9190-6497,0000-0003-3930-9630,2
22162,0000-0002-1015-1641,0000-0001-8104-1493,1
22163,0000-0001-8104-1493,0000-0002-1015-1641,1
22164,0000-0002-0258-2484,0000-0002-5329-6445,1
22165,0000-0002-5329-6445,0000-0002-0258-2484,1
22166,0000-0002-8661-1544,0000-0002-7811-6711,1
22167,0000-0002-7811-6711,0000-0002-8661-1544,1
22168,0000-0002-2769-5805,0000-0002-9955-6003,1
22169,0000-0002-9955-6003,0000-0002-2769-5805,1
22170,0000-0003-4700-1521,0000-0002-7561-3202,1
22171,0000-0002-7561-3202,0000-0003-4700-1521,1
22172,0000-0003-2650-2925,0000-0002-8608-3278,1
22173,0000-0002-8608-3278,0000-0003-2650-2925,1
22174,0000-0003-3730-0261,0000-0002-7444-7601,1
22175,0000-0002-7444-7601,0000-0003-3730-0261,1
22176,0000-0002-5705-3352,0000-0002-9621-0410,3
22177,0000-0002-9621-0410,0000-0002-5705-3352,3
22178,0000-0002-9400-3696,0000-0003-2935-637X,1
22179,0000-0003-2935-637X,0000-0002-9400-3696,1
22180,0000-0001-7338-2896,0000-0002-4334-9662,2
22181,0000-0002-4334-9662,0000-0001-7338-2896,2
22182,0000-0002-6242-5974,0000-0001-9596-9188,1
22183,0000-0001-9596-9188,0000-0002-6242-5974,1
22184,0000-0002-5235-9993,0000-0002-5625-1170,2
22185,0000-0003-1233-9338,0000-0002-5625-1170,2
22186,0000-0002-5625-1170,0000-0002-5235-9993,2
22187,0000-0002-5625-1170,0000-0003-1233-9338,2
22188,0000-0001-8494-732X,0000-0002-1215-0538,1
22189,0000-0002-1215-0538,0000-0001-8494-732X,1
22190,0000-0002-1215-0538,0000-0003-1337-7897,1
22191,0000-0002-1215-0538,0000-0002-8567-173X,1
22192,0000-0003-1337-7897,0000-0002-1215-0538,1
22193,0000-0002-8567-173X,0000-0002-1215-0538,1
22194,0000-0001-5130-9284,0000-0002-1171-0548,2
22195,0000-0002-1171-0548,0000-0001-5130-9284,2
22196,0000-0003-4655-0641,0000-0003-4083-5187,1
22197,0000-0003-4083-5187,0000-0003-4655-0641,1
22198,0000-0001-7651-4567,0000-0002-4340-9717,1
22199,0000-0002-4340-9717,0000-0001-7651-4567,1
22200,0000-0002-7349-3729,0000-0002-4807-6114,2
22201,0000-0002-4807-6114,0000-0002-7349-3729,2
22202,0000-0002-2842-3406,0000-0003-0069-2281,1
22203,0000-0003-0069-2281,0000-0002-2842-3406,1
22204,0000-0003-4461-0778,0000-0002-8162-803X,1
22205,0000-0002-8162-803X,0000-0003-4461-0778,1
22206,0000-0002-2734-1468,0000-0001-7098-359X,7
22207,0000-0001-7098-359X,0000-0002-2734-1468,7
22208,0000-0003-2597-5499,0000-0001-6546-7312,1
22209,0000-0001-6546-7312,0000-0003-2597-5499,1
22210,0000-0001-6940-7608,0000-0002-8282-1480,2
22211,0000-0002-8282-1480,0000-0001-6940-7608,2
22212,0000-0002-8282-1480,0000-0001-8426-8490,2
22213,0000-0001-8426-8490,0000-0002-8282-1480,2
22214,0000-0001-8834-2539,0000-0002-3785-7433,1
22215,0000-0002-3785-7433,0000-0001-8834-2539,1
22216,0000-0003-3848-412X,0000-0002-5078-6158,1
22217,0000-0002-5078-6158,0000-0003-3848-412X,1
22218,0000-0002-8663-0374,0000-0003-4862-9599,1
22219,0000-0003-4862-9599,0000-0002-8663-0374,1
22220,0000-0003-4472-8258,0000-0002-0747-7317,1
22221,0000-0002-0747-7317,0000-0003-4472-8258,1
22222,0000-0003-1023-9923,0000-0002-0586-8322,4
22223,0000-0002-0586-8322,0000-0003-1023-9923,4
22224,0000-0001-9927-0358,0000-0003-1386-0627,1
22225,0000-0003-1386-0627,0000-0001-9927-0358,1
22226,0000-0001-6474-8227,0000-0002-6557-895X,1
22227,0000-0002-6557-895X,0000-0001-6474-8227,1
22228,0000-0002-8398-2016,0000-0003-3369-4662,1
22229,0000-0003-3369-4662,0000-0002-8398-2016,1
22230,0000-0003-3369-4662,0000-0001-9466-9925,1
22231,0000-0001-9466-9925,0000-0003-3369-4662,1
22232,0000-0003-3573-7523,0000-0002-8308-9084,1
22233,0000-0002-8308-9084,0000-0003-3573-7523,1
22234,0000-0002-2353-9258,0000-0002-2343-3226,1
22235,0000-0002-2343-3226,0000-0002-2353-9258,1
22236,0000-0001-6698-5330,0000-0002-0883-1816,1
22237,0000-0002-0883-1816,0000-0001-6698-5330,1
22238,0000-0003-0757-4325,0000-0002-6560-2964,3
22239,0000-0002-6560-2964,0000-0003-0757-4325,3
22240,0000-0002-2423-830X,0000-0002-7633-3691,4
22241,0000-0002-7633-3691,0000-0002-2423-830X,4
22242,0000-0001-9752-8175,0000-0003-1631-6440,3
22243,0000-0003-1631-6440,0000-0001-9752-8175,3
22244,0000-0001-7833-7832,0000-0003-1610-1861,1
22245,0000-0003-1610-1861,0000-0001-7833-7832,1
22246,0000-0002-9595-3220,0000-0002-9405-9550,1
22247,0000-0002-9595-3220,0000-0003-1942-5845,2
22248,0000-0002-9595-3220,0000-0001-6993-6884,2
22249,0000-0002-9405-9550,0000-0002-9595-3220,1
22250,0000-0002-9405-9550,0000-0002-4477-293X,1
22251,0000-0003-1942-5845,0000-0002-9595-3220,2
22252,0000-0003-1942-5845,0000-0002-4477-293X,2
22253,0000-0001-6993-6884,0000-0002-9595-3220,2
22254,0000-0001-6993-6884,0000-0002-4477-293X,2
22255,0000-0002-4477-293X,0000-0002-9405-9550,1
22256,0000-0002-4477-293X,0000-0003-1942-5845,2
22257,0000-0002-4477-293X,0000-0001-6993-6884,2
22258,0000-0002-1060-652X,0000-0002-8621-3271,1
22259,0000-0002-8621-3271,0000-0002-1060-652X,1
22260,0000-0002-7433-7779,0000-0002-9810-5737,6
22261,0000-0002-9810-5737,0000-0002-7433-7779,6
22262,0000-0001-6855-5481,0000-0002-0258-3188,1
22263,0000-0002-0258-3188,0000-0001-6855-5481,1
22264,0000-0003-4911-5290,0000-0001-6497-9885,1
22265,0000-0001-6497-9885,0000-0003-4911-5290,1
22266,0000-0002-0477-1641,0000-0001-8368-6666,3
22267,0000-0001-8368-6666,0000-0002-0477-1641,3
22268,0000-0003-0862-403X,0000-0002-4401-2340,1
22269,0000-0002-2728-1848,0000-0002-4401-2340,1
22270,0000-0002-4401-2340,0000-0003-0862-403X,1
22271,0000-0002-4401-2340,0000-0002-2728-1848,1
22272,0000-0001-9599-3540,0000-0003-3106-3568,3
22273,0000-0003-3106-3568,0000-0001-9599-3540,3
22274,0000-0003-0186-1411,0000-0002-2853-806X,1
22275,0000-0002-2853-806X,0000-0003-0186-1411,1
22276,0000-0002-6339-5738,0000-0002-8645-1763,1
22277,0000-0002-8645-1763,0000-0002-6339-5738,1
22278,0000-0002-8645-1763,0000-0002-6862-9468,1
22279,0000-0002-6862-9468,0000-0002-8645-1763,1
22280,0000-0001-8389-3809,0000-0001-5494-5438,1
22281,0000-0001-5494-5438,0000-0001-8389-3809,1
22282,0000-0001-9675-4883,0000-0002-2852-3298,1
22283,0000-0002-2852-3298,0000-0001-9675-4883,1
22284,0000-0002-2852-3298,0000-0003-2230-645X,1
22285,0000-0003-2230-645X,0000-0002-2852-3298,1
22286,0000-0002-0412-2270,0000-0002-5613-1881,3
22287,0000-0002-0412-2270,0000-0001-5726-9797,2
22288,0000-0002-5613-1881,0000-0002-0412-2270,3
22289,0000-0002-5613-1881,0000-0001-5726-9797,2
22290,0000-0001-5726-9797,0000-0002-0412-2270,2
22291,0000-0001-5726-9797,0000-0002-5613-1881,2
22292,0000-0002-3733-3613,0000-0003-0646-7667,1
22293,0000-0003-0646-7667,0000-0002-3733-3613,1
22294,0000-0003-1185-9745,0000-0002-0276-6064,2
22295,0000-0002-0276-6064,0000-0003-1185-9745,2
22296,0000-0001-7590-1792,0000-0003-3912-5428,1
22297,0000-0003-3912-5428,0000-0001-7590-1792,1
22298,0000-0003-2359-6823,0000-0002-8513-2218,4
22299,0000-0002-8513-2218,0000-0003-2359-6823,4
22300,0000-0002-4516-5103,0000-0003-2442-2008,1
22301,0000-0003-2442-2008,0000-0002-4516-5103,1
22302,0000-0003-2641-8782,0000-0002-3823-4676,3
22303,0000-0002-3823-4676,0000-0003-2641-8782,3
22304,0000-0003-2117-9321,0000-0002-7075-0195,1
22305,0000-0003-2117-9321,0000-0001-8188-3092,1
22306,0000-0002-7075-0195,0000-0003-2117-9321,1
22307,0000-0002-7075-0195,0000-0001-8188-3092,1
22308,0000-0001-8188-3092,0000-0003-2117-9321,1
22309,0000-0001-8188-3092,0000-0002-7075-0195,1
22310,0000-0001-8007-4111,0000-0002-1755-1525,3
22311,0000-0002-1755-1525,0000-0001-8007-4111,3
22312,0000-0001-6082-8625,0000-0003-4347-9667,1
22313,0000-0003-4347-9667,0000-0001-6082-8625,1
22314,0000-0003-2522-613X,0000-0002-6350-5001,1
22315,0000-0002-6350-5001,0000-0003-2522-613X,1
22316,0000-0003-4753-9794,0000-0003-3785-6868,1
22317,0000-0003-3785-6868,0000-0003-4753-9794,1
22318,0000-0002-1242-1959,0000-0002-2172-7394,1
22319,0000-0002-1242-1959,0000-0002-6736-7814,1
22320,0000-0002-2172-7394,0000-0002-1242-1959,1
22321,0000-0002-2172-7394,0000-0002-6736-7814,1
22322,0000-0002-6736-7814,0000-0002-1242-1959,1
22323,0000-0002-6736-7814,0000-0002-2172-7394,1
22324,0000-0001-8408-7796,0000-0002-2124-1335,1
22325,0000-0002-2124-1335,0000-0001-8408-7796,1
22326,0000-0003-3683-2274,0000-0002-7689-3613,1
22327,0000-0002-7689-3613,0000-0003-3683-2274,1
22328,0000-0002-0152-1225,0000-0002-4288-0056,1
22329,0000-0002-4288-0056,0000-0002-0152-1225,1
22330,0000-0003-1895-450X,0000-0001-6791-2408,1
22331,0000-0001-6791-2408,0000-0003-1895-450X,1
22332,0000-0002-2470-0795,0000-0002-6512-996X,1
22333,0000-0002-6512-996X,0000-0002-2470-0795,1
22334,0000-0003-4768-8431,0000-0001-5578-236X,1
22335,0000-0002-1515-0090,0000-0001-5578-236X,1
22336,0000-0001-5578-236X,0000-0003-4768-8431,1
22337,0000-0001-5578-236X,0000-0002-1515-0090,1
22338,0000-0002-9081-0087,0000-0002-2483-964X,1
22339,0000-0002-2483-964X,0000-0002-9081-0087,1
22340,0000-0002-0554-2226,0000-0003-0793-6218,1
22341,0000-0003-0793-6218,0000-0002-0554-2226,1
22342,0000-0001-5876-9822,0000-0002-2623-6375,1
22343,0000-0001-5876-9822,0000-0002-3696-7139,1
22344,0000-0002-2623-6375,0000-0001-5876-9822,1
22345,0000-0002-2623-6375,0000-0002-3696-7139,1
22346,0000-0002-3696-7139,0000-0001-5876-9822,1
22347,0000-0002-3696-7139,0000-0002-2623-6375,1
22348,0000-0003-2079-4779,0000-0001-9755-1703,2
22349,0000-0003-2079-4779,0000-0002-3596-7874,3
22350,0000-0001-9755-1703,0000-0003-2079-4779,2
22351,0000-0002-3596-7874,0000-0003-2079-4779,3
22352,0000-0002-1168-5354,0000-0002-3927-8646,1
22353,0000-0002-3927-8646,0000-0002-1168-5354,1
22354,0000-0001-7023-066X,0000-0002-1949-2039,1
22355,0000-0002-1949-2039,0000-0001-7023-066X,1
22356,0000-0001-8082-4541,0000-0003-2603-1545,1
22357,0000-0003-2603-1545,0000-0001-8082-4541,1
22358,0000-0003-4727-9435,0000-0001-8149-5890,6
22359,0000-0001-8149-5890,0000-0003-4727-9435,6
22360,0000-0002-4367-094X,0000-0003-4359-1747,1
22361,0000-0003-4359-1747,0000-0002-4367-094X,1
22362,0000-0002-9642-8380,0000-0002-5655-688X,2
22363,0000-0002-5655-688X,0000-0002-9642-8380,2
22364,0000-0002-5956-9723,0000-0001-8846-7454,1
22365,0000-0001-8846-7454,0000-0002-5956-9723,1
22366,0000-0002-3243-110X,0000-0001-7536-3453,1
22367,0000-0001-7536-3453,0000-0002-3243-110X,1
22368,0000-0003-0539-8110,0000-0002-3851-2613,2
22369,0000-0002-3851-2613,0000-0003-0539-8110,2
22370,0000-0002-3851-2613,0000-0003-4312-708X,3
22371,0000-0003-4312-708X,0000-0002-3851-2613,3
22372,0000-0002-7349-3729,0000-0002-4956-6043,1
22373,0000-0002-4956-6043,0000-0002-7349-3729,1
22374,0000-0001-6991-1046,0000-0001-7432-2270,1
22375,0000-0001-7432-2270,0000-0001-6991-1046,1
22376,0000-0003-3676-6983,0000-0003-4479-0238,1
22377,0000-0003-4479-0238,0000-0003-3676-6983,1
22378,0000-0002-0310-3983,0000-0001-8865-8242,2
22379,0000-0001-8865-8242,0000-0002-0310-3983,2
22380,0000-0002-6963-6555,0000-0002-2968-9898,1
22381,0000-0003-0306-3990,0000-0002-2968-9898,1
22382,0000-0002-2968-9898,0000-0002-6963-6555,1
22383,0000-0002-2968-9898,0000-0003-0306-3990,1
22384,0000-0003-0733-5930,0000-0003-4821-4094,2
22385,0000-0003-4821-4094,0000-0003-0733-5930,2
22386,0000-0002-2850-4409,0000-0002-6176-5272,2
22387,0000-0002-6176-5272,0000-0002-2850-4409,2
22388,0000-0002-6176-5272,0000-0002-1917-7450,3
22389,0000-0002-6176-5272,0000-0002-8997-2599,3
22390,0000-0002-1917-7450,0000-0002-6176-5272,3
22391,0000-0002-8997-2599,0000-0002-6176-5272,3
22392,0000-0003-0575-2669,0000-0002-8955-8283,3
22393,0000-0002-8955-8283,0000-0003-0575-2669,3
22394,0000-0003-4136-3070,0000-0003-3324-6771,1
22395,0000-0003-3324-6771,0000-0003-4136-3070,1
22396,0000-0001-5998-476X,0000-0002-7923-914X,3
22397,0000-0002-7923-914X,0000-0001-5998-476X,3
22398,0000-0001-6961-3524,0000-0002-0566-7723,1
22399,0000-0001-6961-3524,0000-0002-8608-3278,1
22400,0000-0002-0566-7723,0000-0001-6961-3524,1
22401,0000-0002-8608-3278,0000-0001-6961-3524,1
22402,0000-0002-7337-1203,0000-0002-4687-1499,1
22403,0000-0002-4687-1499,0000-0002-7337-1203,1
22404,0000-0002-1077-1277,0000-0003-0599-3091,2
22405,0000-0003-0599-3091,0000-0002-1077-1277,2
22406,0000-0003-0475-3934,0000-0002-4753-2747,1
22407,0000-0002-4753-2747,0000-0003-0475-3934,1
22408,0000-0001-8035-9299,0000-0001-9477-9294,4
22409,0000-0001-9477-9294,0000-0001-8035-9299,4
22410,0000-0002-2387-9973,0000-0003-3659-9062,2
22411,0000-0003-3659-9062,0000-0002-2387-9973,2
22412,0000-0003-1916-7815,0000-0001-7326-8671,2
22413,0000-0001-7326-8671,0000-0003-1916-7815,2
22414,0000-0003-3795-9461,0000-0002-4430-997X,1
22415,0000-0002-4430-997X,0000-0003-3795-9461,1
22416,0000-0002-9527-6418,0000-0001-7065-3523,1
22417,0000-0002-9527-6418,0000-0002-5148-117X,1
22418,0000-0001-7065-3523,0000-0002-9527-6418,1
22419,0000-0002-5148-117X,0000-0002-9527-6418,1
22420,0000-0002-9394-9148,0000-0002-6559-3746,1
22421,0000-0002-6559-3746,0000-0002-9394-9148,1
22422,0000-0003-0820-3155,0000-0001-5614-0668,1
22423,0000-0001-5614-0668,0000-0003-0820-3155,1
22424,0000-0001-9505-333X,0000-0002-9094-2581,1
22425,0000-0002-9094-2581,0000-0001-9505-333X,1
22426,0000-0003-4790-3445,0000-0002-6551-1827,2
22427,0000-0002-6551-1827,0000-0003-4790-3445,2
22428,0000-0002-1280-2305,0000-0002-7229-7398,1
22429,0000-0002-7229-7398,0000-0002-1280-2305,1
22430,0000-0001-6380-2324,0000-0002-2912-4985,3
22431,0000-0002-2912-4985,0000-0001-6380-2324,3
22432,0000-0001-8655-1206,0000-0003-0481-6843,1
22433,0000-0003-0481-6843,0000-0001-8655-1206,1
22434,0000-0001-5151-7390,0000-0002-3732-3570,2
22435,0000-0002-3732-3570,0000-0001-5151-7390,2
22436,0000-0002-5987-447X,0000-0001-8901-9450,5
22437,0000-0001-8901-9450,0000-0002-5987-447X,5
22438,0000-0002-7803-242X,0000-0002-4365-3859,1
22439,0000-0002-4365-3859,0000-0002-7803-242X,1
22440,0000-0001-8797-3734,0000-0001-6846-1194,1
22441,0000-0001-6846-1194,0000-0001-8797-3734,1
22442,0000-0003-3681-1166,0000-0003-1993-0999,4
22443,0000-0003-1993-0999,0000-0003-3681-1166,4
22444,0000-0003-1240-5438,0000-0003-1661-5192,2
22445,0000-0003-1661-5192,0000-0003-1240-5438,2
22446,0000-0003-2750-9854,0000-0002-2724-7703,2
22447,0000-0002-2724-7703,0000-0003-2750-9854,2
22448,0000-0003-2939-3138,0000-0001-9112-3935,1
22449,0000-0001-9112-3935,0000-0003-2939-3138,1
22450,0000-0003-2326-3615,0000-0001-9523-9054,1
22451,0000-0001-9523-9054,0000-0003-2326-3615,1
22452,0000-0003-0039-7063,0000-0001-5407-4986,1
22453,0000-0001-5407-4986,0000-0003-0039-7063,1
22454,0000-0002-6635-2127,0000-0002-6608-7132,1
22455,0000-0002-6608-7132,0000-0002-6635-2127,1
22456,0000-0002-7966-1973,0000-0002-1348-1734,1
22457,0000-0002-1348-1734,0000-0002-7966-1973,1
22458,0000-0002-2067-0533,0000-0002-7987-4768,2
22459,0000-0002-7987-4768,0000-0002-2067-0533,2
22460,0000-0003-4229-8784,0000-0003-2301-2699,1
22461,0000-0003-2301-2699,0000-0003-4229-8784,1
22462,0000-0001-7113-9024,0000-0001-6204-6045,2
22463,0000-0001-7113-9024,0000-0002-0808-1875,1
22464,0000-0001-6204-6045,0000-0001-7113-9024,2
22465,0000-0001-6204-6045,0000-0002-0808-1875,1
22466,0000-0002-0808-1875,0000-0001-7113-9024,1
22467,0000-0002-0808-1875,0000-0001-6204-6045,1
22468,0000-0003-3228-0230,0000-0001-9806-0893,1
22469,0000-0003-3228-0230,0000-0001-5729-6189,1
22470,0000-0001-9806-0893,0000-0003-3228-0230,1
22471,0000-0001-9806-0893,0000-0001-5729-6189,2
22472,0000-0001-5729-6189,0000-0003-3228-0230,1
22473,0000-0001-5729-6189,0000-0001-9806-0893,2
22474,0000-0002-0935-3713,0000-0003-4314-2570,1
22475,0000-0003-4314-2570,0000-0002-0935-3713,1
22476,0000-0002-8921-9265,0000-0003-0733-5930,1
22477,0000-0003-0733-5930,0000-0002-8921-9265,1
22478,0000-0002-9595-3220,0000-0001-8105-4470,1
22479,0000-0001-8105-4470,0000-0002-9595-3220,1
22480,0000-0002-4393-0510,0000-0002-6986-7046,1
22481,0000-0002-4393-0510,0000-0002-6234-4955,1
22482,0000-0002-6986-7046,0000-0002-4393-0510,1
22483,0000-0002-6986-7046,0000-0002-4605-435X,1
22484,0000-0002-6986-7046,0000-0003-1624-7457,1
22485,0000-0002-6986-7046,0000-0002-6234-4955,1
22486,0000-0002-6986-7046,0000-0001-9435-9441,1
22487,0000-0002-4605-435X,0000-0002-6986-7046,1
22488,0000-0002-4605-435X,0000-0003-1624-7457,4
22489,0000-0002-4605-435X,0000-0001-9435-9441,3
22490,0000-0003-1624-7457,0000-0002-6986-7046,1
22491,0000-0003-1624-7457,0000-0002-4605-435X,4
22492,0000-0003-1624-7457,0000-0002-6234-4955,1
22493,0000-0002-6234-4955,0000-0002-4393-0510,1
22494,0000-0002-6234-4955,0000-0002-6986-7046,1
22495,0000-0002-6234-4955,0000-0003-1624-7457,1
22496,0000-0002-6234-4955,0000-0001-9435-9441,1
22497,0000-0001-9435-9441,0000-0002-6986-7046,1
22498,0000-0001-9435-9441,0000-0002-4605-435X,3
22499,0000-0001-9435-9441,0000-0002-6234-4955,1
22500,0000-0003-4192-0682,0000-0003-1501-335X,1
22501,0000-0003-1501-335X,0000-0003-4192-0682,1
22502,0000-0003-4819-0264,0000-0001-7751-2280,1
22503,0000-0001-7751-2280,0000-0003-4819-0264,1
22504,0000-0003-3997-6900,0000-0002-5554-2777,3
22505,0000-0002-5554-2777,0000-0003-3997-6900,3
22506,0000-0002-6825-3333,0000-0002-0269-7521,1
22507,0000-0002-6825-3333,0000-0001-6285-8780,1
22508,0000-0002-0269-7521,0000-0002-6825-3333,1
22509,0000-0001-6285-8780,0000-0002-6825-3333,1
22510,0000-0001-9471-4386,0000-0003-1462-1118,1
22511,0000-0003-1462-1118,0000-0001-9471-4386,1
22512,0000-0002-9323-1371,0000-0002-3474-0379,1
22513,0000-0002-3474-0379,0000-0002-9323-1371,1
22514,0000-0003-1518-6306,0000-0001-8567-3543,1
22515,0000-0001-8567-3543,0000-0003-1518-6306,1
22516,0000-0002-0175-554X,0000-0002-7660-4172,1
22517,0000-0002-7660-4172,0000-0002-0175-554X,1
22518,0000-0002-6165-4804,0000-0002-8502-7098,2
22519,0000-0002-8502-7098,0000-0002-6165-4804,2
22520,0000-0002-1461-8755,0000-0003-2605-3170,2
22521,0000-0002-6190-6688,0000-0003-2605-3170,2
22522,0000-0003-2605-3170,0000-0002-1461-8755,2
22523,0000-0003-2605-3170,0000-0002-6190-6688,2
22524,0000-0001-7483-8605,0000-0002-6302-6692,1
22525,0000-0002-6482-2615,0000-0002-6302-6692,1
22526,0000-0002-6302-6692,0000-0001-7483-8605,1
22527,0000-0002-6302-6692,0000-0002-6482-2615,1
22528,0000-0002-2489-9108,0000-0002-2522-126X,1
22529,0000-0002-2522-126X,0000-0002-2489-9108,1
22530,0000-0003-1014-6225,0000-0001-7216-5873,1
22531,0000-0002-3842-3733,0000-0001-7216-5873,1
22532,0000-0001-7216-5873,0000-0003-1014-6225,1
22533,0000-0001-7216-5873,0000-0002-3842-3733,1
22534,0000-0002-4699-5627,0000-0001-8438-2066,1
22535,0000-0002-4699-5627,0000-0001-8166-069X,1
22536,0000-0002-4699-5627,0000-0003-4735-5776,1
22537,0000-0002-4699-5627,0000-0001-6043-0166,1
22538,0000-0001-8438-2066,0000-0002-4699-5627,1
22539,0000-0001-8438-2066,0000-0003-4735-5776,3
22540,0000-0001-8438-2066,0000-0001-6043-0166,3
22541,0000-0001-8166-069X,0000-0002-4699-5627,1
22542,0000-0001-8166-069X,0000-0003-4735-5776,1
22543,0000-0003-4735-5776,0000-0002-4699-5627,1
22544,0000-0003-4735-5776,0000-0001-8438-2066,3
22545,0000-0003-4735-5776,0000-0001-8166-069X,1
22546,0000-0003-4735-5776,0000-0001-6043-0166,2
22547,0000-0001-6043-0166,0000-0002-4699-5627,1
22548,0000-0001-6043-0166,0000-0001-8438-2066,3
22549,0000-0001-6043-0166,0000-0003-4735-5776,2
22550,0000-0002-5864-0129,0000-0001-7594-3693,1
22551,0000-0002-0976-0167,0000-0001-7594-3693,1
22552,0000-0001-7594-3693,0000-0002-5864-0129,1
22553,0000-0001-7594-3693,0000-0002-0976-0167,1
22554,0000-0002-1254-7391,0000-0002-6253-4249,1
22555,0000-0002-1254-7391,0000-0002-3402-8381,1
22556,0000-0002-6253-4249,0000-0002-1254-7391,1
22557,0000-0002-3402-8381,0000-0002-1254-7391,1
22558,0000-0002-9002-5409,0000-0001-9291-5467,2
22559,0000-0002-9002-5409,0000-0002-6304-1964,2
22560,0000-0001-9291-5467,0000-0002-9002-5409,2
22561,0000-0002-6304-1964,0000-0002-9002-5409,2
22562,0000-0002-1909-8920,0000-0001-6120-3539,1
22563,0000-0002-1909-8920,0000-0002-3341-1063,3
22564,0000-0001-6120-3539,0000-0002-1909-8920,1
22565,0000-0002-3341-1063,0000-0002-1909-8920,3
22566,0000-0002-2694-4638,0000-0002-7728-852X,1
22567,0000-0002-7728-852X,0000-0002-2694-4638,1
22568,0000-0003-4982-5639,0000-0003-4751-7624,8
22569,0000-0003-4982-5639,0000-0001-6468-7284,6
22570,0000-0003-4751-7624,0000-0003-4982-5639,8
22571,0000-0003-4751-7624,0000-0001-6468-7284,3
22572,0000-0001-6468-7284,0000-0003-4982-5639,6
22573,0000-0001-6468-7284,0000-0003-4751-7624,3
22574,0000-0002-9084-2636,0000-0003-0823-8729,1
22575,0000-0002-9084-2636,0000-0002-4853-8163,1
22576,0000-0003-0823-8729,0000-0002-9084-2636,1
22577,0000-0002-4853-8163,0000-0002-9084-2636,1
22578,0000-0002-3223-5926,0000-0003-0704-6442,1
22579,0000-0003-0704-6442,0000-0002-3223-5926,1
22580,0000-0003-1733-136X,0000-0003-1032-5987,3
22581,0000-0003-1032-5987,0000-0003-1733-136X,3
22582,0000-0003-1445-3556,0000-0001-9415-3742,6
22583,0000-0001-9415-3742,0000-0003-1445-3556,6
22584,0000-0003-1574-0397,0000-0001-9824-5222,1
22585,0000-0001-9168-3174,0000-0001-9824-5222,2
22586,0000-0001-9824-5222,0000-0003-1574-0397,1
22587,0000-0001-9824-5222,0000-0001-9168-3174,2
22588,0000-0002-7115-9751,0000-0002-3772-8279,2
22589,0000-0002-3772-8279,0000-0002-7115-9751,2
22590,0000-0002-4435-6397,0000-0002-7937-3226,1
22591,0000-0002-7937-3226,0000-0002-4435-6397,1
22592,0000-0001-9669-5094,0000-0001-7430-868X,2
22593,0000-0001-9669-5094,0000-0002-6859-0620,2
22594,0000-0001-9669-5094,0000-0002-7667-7312,3
22595,0000-0001-7430-868X,0000-0001-9669-5094,2
22596,0000-0001-7430-868X,0000-0002-6859-0620,3
22597,0000-0002-6859-0620,0000-0001-9669-5094,2
22598,0000-0002-6859-0620,0000-0001-7430-868X,3
22599,0000-0002-6859-0620,0000-0002-7667-7312,3
22600,0000-0002-7667-7312,0000-0001-9669-5094,3
22601,0000-0002-7667-7312,0000-0002-6859-0620,3
22602,0000-0002-5166-9658,0000-0001-8925-723X,2
22603,0000-0001-8925-723X,0000-0002-5166-9658,2
22604,0000-0002-1091-6130,0000-0002-0018-5434,4
22605,0000-0002-0018-5434,0000-0002-1091-6130,4
22606,0000-0002-7359-1759,0000-0002-0275-6413,6
22607,0000-0002-0275-6413,0000-0002-7359-1759,6
22608,0000-0002-0720-2751,0000-0002-2193-1440,1
22609,0000-0002-0720-2751,0000-0001-9405-6221,1
22610,0000-0002-2193-1440,0000-0002-0720-2751,1
