,codigo_autor,publicaciones_totales
10135,0000-0002-7262-2656,27
10136,0000-0001-7745-6995,3
10137,0000-0002-2031-124X,8
10138,0000-0002-4522-5495,16
10139,0000-0001-9719-5235,3
10140,0000-0001-5595-570X,26
10141,0000-0002-4733-6690,54
10142,0000-0002-0040-0173,25
10143,0000-0003-4687-7353,14
10144,0000-0002-9969-8052,21
10145,0000-0002-7698-4435,14
10146,0000-0001-5681-7683,22
10147,0000-0002-3864-0703,8
10148,0000-0002-4791-6927,33
10149,0000-0002-7663-7804,28
10150,0000-0002-8091-1458,5
10151,0000-0001-6287-9725,18
10152,0000-0002-2190-1188,2
10153,0000-0001-5148-4568,7
10154,0000-0003-2429-6179,21
10155,0000-0002-6604-6867,24
10156,0000-0002-4502-0166,20
10157,0000-0001-5719-9709,13
10158,0000-0002-3609-8877,5
10159,0000-0001-5358-5653,5
10160,0000-0003-0957-7941,13
10161,0000-0002-1845-9800,19
10162,0000-0002-0426-1828,5
10163,0000-0002-3802-672X,3
10164,0000-0003-3409-583X,8
10165,0000-0003-1614-6488,9
10166,0000-0002-8461-117X,8
10167,0000-0002-6135-3892,14
10168,0000-0002-0270-4437,15
10169,0000-0002-6877-274X,3
10170,0000-0002-9991-8254,7
10171,0000-0002-1268-6092,17
10172,0000-0003-3165-0105,13
10173,0000-0002-4953-4500,16
10174,0000-0003-4948-2226,12
10175,0000-0001-9618-2010,27
10176,0000-0002-1127-7596,6
10177,0000-0001-6267-8202,5
10178,0000-0001-7885-7811,8
10179,0000-0002-9367-2177,8
10180,0000-0002-8461-3562,18
10181,0000-0001-7230-5020,4
10182,0000-0001-9941-0613,14
10183,0000-0003-4300-7061,4
10184,0000-0002-4354-4353,13
10185,0000-0001-5254-0728,16
10186,0000-0003-3544-2821,11
10187,0000-0003-4673-757X,2
10188,0000-0002-6642-5592,23
10189,0000-0002-3175-3764,8
10190,0000-0002-1739-5825,3
10191,0000-0001-5913-3703,10
10192,0000-0002-2155-1050,15
10193,0000-0001-9304-0412,12
10194,0000-0003-4286-5830,11
10195,0000-0003-3465-5518,9
10196,0000-0002-4203-7106,7
10197,0000-0003-1748-1296,9
10198,0000-0001-5028-2032,1
10199,0000-0003-4949-5246,31
10200,0000-0002-6334-4607,10
10201,0000-0002-2535-103X,5
10202,0000-0001-5407-162X,22
10203,0000-0001-5870-1801,10
10204,0000-0002-4705-7966,6
10205,0000-0003-1438-1353,7
10206,0000-0003-4530-9987,4
10207,0000-0002-1944-0052,13
10208,0000-0001-7269-7490,11
10209,0000-0003-4729-9970,7
10210,0000-0002-4733-007X,9
10211,0000-0001-7876-536X,21
10212,0000-0003-3383-9518,3
10213,0000-0001-9199-3666,2
10214,0000-0001-5926-8501,4
10215,0000-0001-7270-5817,10
10216,0000-0001-6742-5028,12
10217,0000-0002-9135-9275,2
10218,0000-0001-5449-5481,15
10219,0000-0002-9150-3468,5
10220,0000-0002-6302-6692,7
10221,0000-0002-2094-344X,6
10222,0000-0002-9754-9248,30
10223,0000-0001-5814-9412,16
10224,0000-0001-5620-3091,12
10225,0000-0001-6524-9702,4
10226,0000-0002-9876-0467,2
10227,0000-0002-6875-7144,20
10228,0000-0002-1726-7700,8
10229,0000-0001-7216-1004,22
10230,0000-0003-3942-1411,10
10231,0000-0002-8300-2073,14
10232,0000-0003-1822-7273,18
10233,0000-0003-1020-5029,3
10234,0000-0002-4211-8790,6
10235,0000-0001-9999-7223,9
10236,0000-0002-9585-0141,20
10237,0000-0003-1709-6224,10
10238,0000-0002-4227-0231,8
10239,0000-0002-9542-7335,8
10240,0000-0002-5342-3950,17
10241,0000-0003-0944-6677,14
10242,0000-0001-7639-6556,7
10243,0000-0002-5117-2975,7
10244,0000-0002-8857-2091,5
10245,0000-0003-2044-2036,4
10246,0000-0003-1708-8259,25
10247,0000-0002-1837-9325,12
10248,0000-0003-0131-0089,13
10249,0000-0002-6637-7973,14
10250,0000-0002-2006-3362,6
10251,0000-0002-7443-2514,11
10252,0000-0002-6481-3700,5
10253,0000-0003-0142-9901,2
10254,0000-0002-4581-6148,5
10255,0000-0003-1848-7745,21
10256,0000-0003-0166-8697,23
10257,0000-0001-9353-7541,11
10258,0000-0002-4118-1958,14
10259,0000-0003-2084-0720,7
10260,0000-0002-7482-9298,1
10261,0000-0002-1674-1423,9
10262,0000-0003-0854-0274,14
10263,0000-0003-0722-8350,25
10264,0000-0002-4715-8353,27
10265,0000-0002-2154-7991,10
10266,0000-0002-6954-9523,8
10267,0000-0002-6332-1712,8
10268,0000-0003-4347-9667,10
10269,0000-0002-3039-4448,10
10270,0000-0003-1240-4566,6
10271,0000-0001-5995-9468,2
10272,0000-0003-2639-395X,51
10273,0000-0002-6380-7421,39
10274,0000-0003-1033-4904,10
10275,0000-0002-2085-8974,7
10276,0000-0002-8586-5884,20
10277,0000-0002-6917-8451,8
10278,0000-0002-1242-9424,6
10279,0000-0002-1623-4384,22
10280,0000-0002-2731-6780,3
10281,0000-0001-9295-4992,4
10282,0000-0002-2461-1389,9
10283,0000-0003-4390-4854,10
10284,0000-0002-0848-2724,5
10285,0000-0002-1237-7951,5
10286,0000-0002-8723-6096,7
10287,0000-0002-1968-2959,18
10288,0000-0001-7033-7010,5
10289,0000-0002-3488-2561,14
10290,0000-0003-2048-8317,14
10291,0000-0001-5883-6562,6
10292,0000-0002-3513-6608,11
10293,0000-0003-1466-6965,21
10294,0000-0003-2320-7621,54
10295,0000-0002-3969-8261,26
10296,0000-0002-7818-1804,13
10297,0000-0002-4204-7144,16
10298,0000-0003-1431-4054,16
10299,0000-0002-1928-3384,26
10300,0000-0003-0674-3553,8
10301,0000-0001-7034-6400,9
10302,0000-0001-9975-7334,7
10303,0000-0003-2867-1650,8
10304,0000-0002-1398-9941,1
10305,0000-0002-6207-7068,4
10306,0000-0002-7513-3495,14
10307,0000-0001-5317-7174,16
10308,0000-0001-6080-8712,10
10309,0000-0002-0958-7333,13
10310,0000-0002-4853-8163,33
10311,0000-0002-1550-6181,7
10312,0000-0003-1787-8832,10
10313,0000-0001-7643-302X,14
10314,0000-0002-3845-066X,7
10315,0000-0003-1255-285X,13
10316,0000-0003-2851-2692,2
10317,0000-0003-4241-4183,14
10318,0000-0001-7922-3642,10
10319,0000-0003-0836-7117,1
10320,0000-0002-5423-9645,28
10321,0000-0003-2065-1989,4
10322,0000-0001-9836-7705,2
10323,0000-0003-4209-2778,7
10324,0000-0003-1160-0442,14
10325,0000-0002-3675-0941,7
10326,0000-0002-2666-7861,16
10327,0000-0001-9222-0374,5
10328,0000-0002-0124-1012,19
10329,0000-0003-1976-5663,29
10330,0000-0003-1512-4500,11
10331,0000-0003-0010-0098,17
10332,0000-0002-7932-8556,14
10333,0000-0003-1652-9438,10
10334,0000-0002-1704-2499,21
10335,0000-0002-8435-066X,6
10336,0000-0001-8425-7126,5
10337,0000-0002-6812-0856,4
10338,0000-0001-6269-4536,5
10339,0000-0001-6042-7020,12
10340,0000-0002-5391-7424,14
10341,0000-0001-5716-1188,2
10342,0000-0001-6084-7666,6
10343,0000-0002-2026-8026,6
10344,0000-0002-9286-9672,9
10345,0000-0001-8887-2329,9
10346,0000-0002-0693-2162,5
10347,0000-0002-2825-8746,4
10348,0000-0003-3407-561X,19
10349,0000-0002-8596-6984,8
10350,0000-0002-4296-820X,29
10351,0000-0001-7328-0400,13
10352,0000-0002-8506-6679,4
10353,0000-0003-4670-3839,2
10354,0000-0002-6350-6557,10
10355,0000-0001-7320-0706,8
10356,0000-0002-2325-1027,30
10357,0000-0002-6844-755X,12
10358,0000-0002-2492-625X,3
10359,0000-0002-2719-1551,8
10360,0000-0002-4174-6007,5
10361,0000-0003-3606-683X,12
10362,0000-0003-0851-5300,9
10363,0000-0003-2459-1186,4
10364,0000-0002-5151-607X,15
10365,0000-0002-1852-4537,1
10366,0000-0001-6735-3861,6
10367,0000-0002-3744-4882,17
10368,0000-0002-4905-4566,1
10369,0000-0002-5795-0547,2
10370,0000-0001-8865-2369,8
10371,0000-0002-2994-7201,1
10372,0000-0002-3591-5775,13
10373,0000-0002-8801-7231,5
10374,0000-0001-7508-1800,24
10375,0000-0002-9441-3767,2
10376,0000-0002-4197-2055,15
10377,0000-0001-9188-3846,21
10378,0000-0002-2358-485X,2
10379,0000-0002-5727-434X,19
10380,0000-0001-5872-0666,17
10381,0000-0003-1757-509X,1
10382,0000-0003-4062-9797,18
10383,0000-0002-5612-004X,16
10384,0000-0001-7352-0427,7
10385,0000-0002-4886-3564,11
10386,0000-0001-7259-079X,3
10387,0000-0002-2764-6544,1
10388,0000-0002-5719-8340,3
10389,0000-0003-2592-7956,3
10390,0000-0002-3894-5953,16
10391,0000-0001-8441-7433,8
10392,0000-0003-4718-7493,19
10393,0000-0001-7819-734X,7
10394,0000-0002-5829-8933,5
10395,0000-0002-6429-5157,17
10396,0000-0002-1666-5440,33
10397,0000-0002-0907-284X,1
10398,0000-0002-5675-0084,8
10399,0000-0002-7868-5164,19
10400,0000-0001-8258-5134,33
10401,0000-0003-3393-5278,32
10402,0000-0002-9523-2546,12
10403,0000-0002-7612-4611,5
10404,0000-0002-4480-6781,1
10405,0000-0002-3054-4944,5
10406,0000-0002-7627-2198,10
10407,0000-0002-6231-7105,11
10408,0000-0001-9274-0214,4
10409,0000-0001-9706-848X,5
10410,0000-0001-7604-1333,8
10411,0000-0002-1905-9112,1
10412,0000-0002-3116-3502,2
10413,0000-0002-4850-3569,11
10414,0000-0001-7104-8501,2
10415,0000-0002-0087-8652,5
10416,0000-0002-4402-0180,5
10417,0000-0003-3494-4109,7
10418,0000-0002-4372-9681,13
10419,0000-0003-0550-4921,12
10420,0000-0002-4949-3518,17
10421,0000-0002-3559-5644,12
10422,0000-0002-1097-2562,10
10423,0000-0001-9785-5248,12
10424,0000-0001-7363-8652,11
10425,0000-0001-9885-3594,2
10426,0000-0003-0260-5057,8
10427,0000-0002-7282-2703,24
10428,0000-0002-0332-1534,6
10429,0000-0002-2791-7615,18
10430,0000-0002-3243-1222,14
10431,0000-0003-2906-4035,2
10432,0000-0003-1543-2941,16
10433,0000-0002-8771-5484,10
10434,0000-0002-7236-9072,7
10435,0000-0002-5449-7652,1
10436,0000-0003-4807-831X,17
10437,0000-0002-5988-5945,9
10438,0000-0002-2526-0656,4
10439,0000-0002-6334-7541,17
10440,0000-0003-0234-9188,19
10441,0000-0003-1245-1602,7
10442,0000-0003-3013-7721,3
10443,0000-0002-5618-7519,7
10444,0000-0002-5370-4592,13
10445,0000-0002-4394-199X,6
10446,0000-0003-3309-5360,7
10447,0000-0001-7590-1792,18
10448,0000-0002-1851-0661,19
10449,0000-0002-5049-0656,6
10450,0000-0001-9073-593X,1
10451,0000-0003-3048-2226,3
10452,0000-0002-8028-9064,9
10453,0000-0001-9799-0546,23
10454,0000-0002-0663-4384,25
10455,0000-0003-1586-527X,11
10456,0000-0001-7542-0497,5
10457,0000-0002-3858-1272,12
10458,0000-0003-3190-9009,7
10459,0000-0002-6304-1964,7
10460,0000-0003-3727-8180,11
10461,0000-0001-5729-5135,3
10462,0000-0002-8127-5326,12
10463,0000-0002-5580-3711,9
10464,0000-0002-8871-6622,7
10465,0000-0003-1624-8126,8
10466,0000-0002-3851-9073,11
10467,0000-0002-5655-9984,6
10468,0000-0002-1399-9787,2
10469,0000-0002-1571-5485,15
10470,0000-0001-9468-376X,17
10471,0000-0003-2438-817X,7
10472,0000-0002-2267-1951,44
10473,0000-0003-4794-0406,2
10474,0000-0002-7946-3459,10
10475,0000-0001-8835-4505,4
10476,0000-0002-4578-6575,10
10477,0000-0002-7832-3729,8
10478,0000-0001-7276-995X,1
10479,0000-0002-9272-668X,2
10480,0000-0002-0729-8941,5
10481,0000-0002-0007-2966,16
10482,0000-0002-8304-9920,10
10483,0000-0002-4721-4722,6
10484,0000-0002-3129-1678,8
10485,0000-0002-7214-2767,8
10486,0000-0001-7368-1925,18
10487,0000-0002-6943-4785,18
10488,0000-0002-5550-9176,12
10489,0000-0002-7694-1697,11
10490,0000-0002-8517-1428,5
10491,0000-0002-6816-9764,6
10492,0000-0002-4782-3608,24
10493,0000-0003-2547-3819,7
10494,0000-0003-4045-7075,7
10495,0000-0003-0181-5597,18
10496,0000-0002-3384-7772,3
10497,0000-0001-6431-5800,4
10498,0000-0003-4360-9927,19
10499,0000-0001-9817-0689,16
10500,0000-0002-3392-1389,7
10501,0000-0002-2665-7807,12
10502,0000-0002-1745-977X,3
10503,0000-0002-0116-3018,2
10504,0000-0002-8868-9169,10
10505,0000-0001-8150-0346,3
10506,0000-0002-8733-899X,3
10507,0000-0001-5806-2253,8
10508,0000-0001-9585-4575,13
10509,0000-0002-0768-122X,18
10510,0000-0002-1804-5130,4
10511,0000-0002-2618-8385,4
10512,0000-0003-2612-3917,5
10513,0000-0001-9071-0089,1
10514,0000-0001-7045-9229,18
10515,0000-0002-0276-6064,11
10516,0000-0002-8527-2210,20
10517,0000-0002-5622-1633,12
10518,0000-0002-7198-1446,10
10519,0000-0001-8440-654X,11
10520,0000-0001-6815-5381,11
10521,0000-0002-3063-4376,11
10522,0000-0002-2163-8383,17
10523,0000-0003-0342-8195,4
10524,0000-0001-5369-7225,10
10525,0000-0002-9974-2017,3
10526,0000-0002-3509-7856,7
10527,0000-0002-5264-3994,37
10528,0000-0001-5128-438X,10
10529,0000-0002-0896-6024,8
10530,0000-0003-3843-3912,6
10531,0000-0002-9774-8685,8
10532,0000-0002-8648-1591,33
10533,0000-0003-2563-0386,9
10534,0000-0002-3993-6223,1
10535,0000-0003-0795-394X,6
10536,0000-0002-5240-4387,12
10537,0000-0002-2464-0462,10
10538,0000-0002-9798-9083,22
10539,0000-0002-7173-9414,2
10540,0000-0002-3295-3848,3
10541,0000-0002-8391-0055,25
10542,0000-0002-8059-8537,14
10543,0000-0001-6693-2028,13
10544,0000-0003-4386-9315,7
10545,0000-0002-5269-7300,4
10546,0000-0002-1753-6499,10
10547,0000-0002-5655-8674,5
10548,0000-0002-6921-9567,12
10549,0000-0001-7333-1589,5
10550,0000-0003-3862-4970,10
10551,0000-0003-3079-4019,14
10552,0000-0003-4195-9384,2
10553,0000-0003-4457-8552,5
10554,0000-0002-2033-2286,6
10555,0000-0002-0213-4278,3
10556,0000-0002-0806-4960,13
10557,0000-0001-5332-5974,12
10558,0000-0003-4706-5154,21
10559,0000-0002-8187-5110,33
10560,0000-0003-1674-7160,17
10561,0000-0002-0194-4260,5
10562,0000-0002-6759-2560,21
10563,0000-0001-9853-7591,6
10564,0000-0002-9126-5391,17
10565,0000-0001-5059-9988,31
10566,0000-0002-2677-0551,22
10567,0000-0001-9841-863X,2
10568,0000-0001-7653-2431,9
10569,0000-0002-8017-0071,3
10570,0000-0002-8528-7834,7
10571,0000-0003-3602-4197,13
10572,0000-0003-2434-3887,19
10573,0000-0002-2916-2965,7
10574,0000-0002-5144-2584,7
10575,0000-0001-5591-6022,11
10576,0000-0002-1997-0678,10
10577,0000-0002-2175-3445,13
10578,0000-0002-1965-3277,14
10579,0000-0003-3014-1229,5
10580,0000-0002-9356-1186,8
10581,0000-0002-4541-662X,17
10582,0000-0002-7179-5846,10
10583,0000-0003-1228-5093,4
10584,0000-0001-5504-3735,10
10585,0000-0003-3386-6575,8
10586,0000-0002-3196-1491,5
10587,0000-0003-1692-5676,15
10588,0000-0002-4995-1152,1
10589,0000-0002-8385-8517,16
10590,0000-0001-5049-6671,24
10591,0000-0002-4255-7750,1
10592,0000-0001-7701-7204,3
10593,0000-0002-8180-1293,13
10594,0000-0003-4822-5447,23
10595,0000-0003-4993-9580,4
10596,0000-0003-1730-0125,5
10597,0000-0002-5033-2981,3
10598,0000-0001-6340-1731,19
10599,0000-0002-7612-0127,23
10600,0000-0001-6357-5213,26
10601,0000-0003-0019-0679,1
10602,0000-0002-0231-1123,6
10603,0000-0002-3594-0495,6
10604,0000-0002-4419-5220,11
10605,0000-0001-9185-0892,1
10606,0000-0001-7771-5213,5
10607,0000-0001-8487-110X,19
10608,0000-0003-1745-8838,11
10609,0000-0003-4798-5196,8
10610,0000-0002-8735-0075,8
10611,0000-0002-6871-5737,8
10612,0000-0001-7085-2223,7
10613,0000-0002-6371-6220,3
10614,0000-0003-4334-0243,6
10615,0000-0001-8330-8120,5
10616,0000-0003-4716-4662,21
10617,0000-0002-4296-3513,5
10618,0000-0002-0557-7306,2
10619,0000-0003-3098-5894,2
10620,0000-0002-8111-0409,2
10621,0000-0003-4495-6912,1
10622,0000-0003-1682-7160,12
10623,0000-0002-0534-1889,27
10624,0000-0002-2037-6377,2
10625,0000-0002-2903-092X,5
10626,0000-0001-9511-8009,7
10627,0000-0001-5202-4598,5
10628,0000-0002-9645-8571,2
10629,0000-0002-3130-9372,4
10630,0000-0002-9870-4924,3
10631,0000-0001-6511-5704,33
10632,0000-0001-5708-4338,10
10633,0000-0002-7215-707X,16
10634,0000-0001-7806-9540,5
10635,0000-0001-8722-0417,8
10636,0000-0003-4790-3445,31
10637,0000-0003-4148-7436,1
10638,0000-0003-1429-2844,4
10639,0000-0001-5309-3050,3
10640,0000-0002-8002-5341,2
10641,0000-0002-9016-6623,2
10642,0000-0001-8246-0999,20
10643,0000-0002-8953-7079,13
10644,0000-0002-5939-9883,14
10645,0000-0001-8996-1067,18
10646,0000-0003-0694-331X,3
10647,0000-0003-1383-6758,5
10648,0000-0001-5617-5270,21
10649,0000-0002-4405-8162,24
10650,0000-0002-0905-5003,17
10651,0000-0003-2651-1530,10
10652,0000-0003-1546-2083,4
10653,0000-0003-1850-5958,17
10654,0000-0002-4967-647X,12
10655,0000-0001-8721-8253,15
10656,0000-0002-0834-5586,24
10657,0000-0002-3296-4926,9
10658,0000-0003-3599-4036,30
10659,0000-0003-1916-7815,16
10660,0000-0002-4568-2012,6
10661,0000-0002-0997-1140,4
10662,0000-0003-1028-9197,1
10663,0000-0002-5865-8994,30
10664,0000-0002-0443-2746,14
10665,0000-0002-5061-5287,8
10666,0000-0003-2192-8150,8
10667,0000-0002-3275-4160,23
10668,0000-0002-1775-2159,16
10669,0000-0002-6760-0663,17
10670,0000-0002-0908-1359,15
10671,0000-0002-3248-3225,20
10672,0000-0001-8702-8636,6
10673,0000-0002-9269-2192,17
10674,0000-0002-8759-765X,5
10675,0000-0001-5234-3871,9
10676,0000-0002-9457-9177,8
10677,0000-0002-0251-9338,12
10678,0000-0003-1000-7989,11
10679,0000-0002-6910-0056,10
10680,0000-0002-8917-0019,8
10681,0000-0001-8518-6331,5
10682,0000-0002-2987-1075,2
10683,0000-0001-9517-5839,7
10684,0000-0002-6823-9750,57
10685,0000-0002-6270-4789,5
10686,0000-0003-0535-5946,2
10687,0000-0002-1055-4539,2
10688,0000-0002-3238-6492,15
10689,0000-0002-5753-5036,18
10690,0000-0002-0515-256X,10
10691,0000-0003-2174-1118,21
10692,0000-0002-9217-9452,13
10693,0000-0002-1525-6522,8
10694,0000-0002-3341-1063,18
10695,0000-0003-4890-989X,1
10696,0000-0002-0375-1454,1
10697,0000-0003-1104-6234,10
10698,0000-0001-5174-8666,7
10699,0000-0002-3641-4390,11
10700,0000-0003-0018-4439,31
10701,0000-0001-8300-0441,32
10702,0000-0003-1970-9901,6
10703,0000-0002-5972-3516,2
10704,0000-0002-2450-6028,3
10705,0000-0003-0152-1257,13
10706,0000-0003-1840-6925,5
10707,0000-0003-3285-5401,4
10708,0000-0002-7763-7769,3
10709,0000-0001-8819-1793,8
10710,0000-0002-8200-7817,16
10711,0000-0003-1057-4203,11
10712,0000-0002-7397-9219,15
10713,0000-0003-1257-4637,6
10714,0000-0002-2276-6731,8
10715,0000-0001-5349-1091,10
10716,0000-0002-5996-0570,11
10717,0000-0001-8652-948X,19
10718,0000-0002-4468-6820,12
10719,0000-0003-4583-3295,4
10720,0000-0002-2041-1515,9
10721,0000-0002-5860-0661,15
10722,0000-0002-3648-6773,5
10723,0000-0002-6567-807X,12
10724,0000-0002-1221-7077,16
10725,0000-0002-3558-8276,12
10726,0000-0001-7630-1887,17
10727,0000-0002-6898-649X,7
10728,0000-0002-8296-2937,10
10729,0000-0003-3060-721X,1
10730,0000-0002-1639-4935,11
10731,0000-0002-8757-4239,8
10732,0000-0003-4481-3911,2
10733,0000-0003-2939-3138,14
10734,0000-0002-6615-5035,8
10735,0000-0003-2973-3462,3
10736,0000-0001-8227-351X,3
10737,0000-0002-8637-9589,5
10738,0000-0002-5226-2278,3
10739,0000-0001-5640-6542,16
10740,0000-0002-4049-7424,29
10741,0000-0002-8999-1220,12
10742,0000-0002-3955-4663,7
10743,0000-0001-7060-4537,7
10744,0000-0003-2626-0751,5
10745,0000-0003-2044-316X,12
10746,0000-0002-4289-2284,16
10747,0000-0002-4294-6561,14
10748,0000-0003-1319-4492,12
10749,0000-0002-2577-5676,23
10750,0000-0002-1896-4575,31
10751,0000-0002-2057-4111,6
10752,0000-0002-7860-0319,6
10753,0000-0002-8703-307X,2
10754,0000-0002-0069-3826,29
10755,0000-0003-3205-9018,3
10756,0000-0002-7426-0353,9
10757,0000-0002-6236-1763,7
10758,0000-0003-1812-5269,6
10759,0000-0001-8642-6616,8
10760,0000-0001-9011-8675,11
10761,0000-0002-0274-819X,7
10762,0000-0003-1935-3423,9
10763,0000-0001-9432-9701,15
10764,0000-0002-7234-2339,1
10765,0000-0002-6608-6551,4
10766,0000-0002-1575-0352,2
10767,0000-0003-3169-6218,4
10768,0000-0001-6461-7876,3
10769,0000-0001-5130-781X,27
10770,0000-0002-2875-0685,13
10771,0000-0003-4367-1309,9
10772,0000-0002-3787-9632,13
10773,0000-0002-8660-4248,15
10774,0000-0003-2219-0223,14
10775,0000-0002-2698-164X,15
10776,0000-0002-4521-7639,5
10777,0000-0001-8592-4322,2
10778,0000-0002-3176-501X,18
10779,0000-0001-6434-5604,6
10780,0000-0002-1344-7405,8
10781,0000-0002-0576-1816,9
10782,0000-0003-4801-4172,5
10783,0000-0002-5334-972X,12
10784,0000-0002-8308-9084,6
10785,0000-0002-6638-3652,3
10786,0000-0001-6398-4287,4
10787,0000-0002-8719-7787,1
10788,0000-0001-6585-6609,3
10789,0000-0002-1884-4100,5
10790,0000-0003-3614-7314,12
10791,0000-0002-7410-6057,5
10792,0000-0003-2495-4370,16
10793,0000-0003-2276-0687,15
10794,0000-0001-7730-668X,4
10795,0000-0002-9658-2388,8
10796,0000-0003-3509-9015,5
10797,0000-0002-5083-8261,10
10798,0000-0002-8204-8408,35
10799,0000-0003-0612-2626,17
10800,0000-0002-6580-6721,14
10801,0000-0001-8498-4059,4
10802,0000-0002-8728-1620,2
10803,0000-0001-9088-2606,1
10804,0000-0002-8918-2140,6
10805,0000-0001-9633-677X,11
10806,0000-0002-1294-2527,8
10807,0000-0002-0393-9262,26
10808,0000-0002-5356-1413,5
10809,0000-0003-1623-5077,2
10810,0000-0001-7069-486X,11
10811,0000-0002-5673-9272,9
10812,0000-0002-6159-5787,7
10813,0000-0002-1861-5316,22
10814,0000-0002-6580-585X,17
10815,0000-0002-5782-3927,6
10816,0000-0002-2271-3568,29
10817,0000-0001-9163-3433,11
10818,0000-0002-0863-9728,22
10819,0000-0002-8462-6427,5
10820,0000-0002-2694-4638,13
10821,0000-0003-1726-2536,14
10822,0000-0002-7324-938X,14
10823,0000-0001-8652-2560,11
10824,0000-0003-4207-9258,22
10825,0000-0002-8458-348X,28
10826,0000-0003-0925-9839,2
10827,0000-0003-0920-8732,7
10828,0000-0002-2510-1399,23
10829,0000-0002-0222-3035,6
10830,0000-0003-2153-0169,8
10831,0000-0003-3337-8678,2
10832,0000-0001-8996-2895,8
10833,0000-0002-2464-6127,12
10834,0000-0003-1185-9470,4
10835,0000-0003-4706-7897,13
10836,0000-0003-2297-8088,11
10837,0000-0002-5885-0724,3
10838,0000-0003-4659-0969,9
10839,0000-0002-7995-272X,16
10840,0000-0002-0549-4017,1
10841,0000-0002-1929-602X,7
10842,0000-0003-2488-5926,5
10843,0000-0001-9241-5980,12
10844,0000-0002-1910-1229,20
10845,0000-0003-2969-0415,9
10846,0000-0003-1261-8257,8
10847,0000-0003-1389-5491,31
10848,0000-0001-8634-8902,14
10849,0000-0001-6359-297X,2
10850,0000-0002-4476-4198,10
10851,0000-0001-5255-5575,17
10852,0000-0001-5557-7032,3
10853,0000-0002-3950-675X,12
10854,0000-0002-2253-1844,3
10855,0000-0001-7117-7987,23
10856,0000-0002-2101-030X,4
10857,0000-0003-0264-2093,11
10858,0000-0003-3795-9461,18
10859,0000-0003-3351-5919,6
10860,0000-0001-6674-0093,4
10861,0000-0002-5791-7149,13
10862,0000-0001-7585-3313,2
10863,0000-0001-5924-9204,13
10864,0000-0002-7412-7990,8
10865,0000-0002-3384-271X,14
10866,0000-0002-2149-3081,19
10867,0000-0003-1613-5826,15
10868,0000-0002-8549-6046,33
10869,0000-0002-2604-0057,29
10870,0000-0001-6012-9453,34
10871,0000-0002-8776-3662,1
10872,0000-0001-8395-5301,8
10873,0000-0003-0346-8373,7
10874,0000-0002-9790-6735,3
10875,0000-0003-1613-8998,13
10876,0000-0003-2899-3852,16
10877,0000-0001-9838-3991,8
10878,0000-0002-8798-7834,18
10879,0000-0001-5533-3089,26
10880,0000-0002-3225-8327,1
10881,0000-0002-4001-3581,1
10882,0000-0002-3596-2934,8
10883,0000-0003-4079-2383,4
10884,0000-0002-6732-4224,12
10885,0000-0001-7081-3697,9
10886,0000-0003-0926-2202,11
10887,0000-0002-1466-3265,17
10888,0000-0002-2610-1294,7
10889,0000-0002-4330-9759,7
10890,0000-0001-5329-3124,8
10891,0000-0002-5637-6205,24
10892,0000-0002-6064-4858,7
10893,0000-0002-1603-8375,6
10894,0000-0002-2331-0904,4
10895,0000-0001-6177-4809,3
10896,0000-0001-9992-6724,1
10897,0000-0002-6847-9447,5
10898,0000-0001-5527-4410,16
10899,0000-0001-5729-6189,27
10900,0000-0003-1373-1374,4
10901,0000-0001-9637-1145,10
10902,0000-0003-4693-7299,11
10903,0000-0003-1431-3852,21
10904,0000-0002-7175-4972,6
10905,0000-0003-4915-170X,6
10906,0000-0002-5889-7792,18
10907,0000-0002-4237-6677,29
10908,0000-0002-3135-5635,9
10909,0000-0002-2188-8059,6
10910,0000-0002-5919-6496,13
10911,0000-0003-4331-0650,8
10912,0000-0003-0108-6822,16
10913,0000-0001-6530-4978,5
10914,0000-0003-4253-3123,3
10915,0000-0001-5371-5905,13
